Flow ID,Source IP,Dest IP,Protocol,Tx Packets,Rx Packets,Lost Packets,Loss (%),Mean Delay (ms),Mean Jitter (ms),Total Tx Bytes,Note
1,10.10.1.2,10.10.1.1,TCP,14950,13506,1367,9.14,125.99,13.62,3662600,DRONE
2,10.10.1.3,10.10.1.1,TCP,12017,11876,141,1.17,55.33,19.95,18021164,JAMMER
3,10.10.1.4,10.10.1.1,TCP,13223,13106,116,0.88,52.7,17.43,19830164,JAMMER
4,10.10.1.5,10.10.1.1,TCP,16322,16196,126,0.77,52.53,15.85,24473812,JAMMER
5,10.10.1.6,10.10.1.1,TCP,12341,12215,108,0.88,46.07,17.17,18507164,JAMMER
6,10.10.1.7,10.10.1.1,TCP,12917,12781,125,0.97,53.9,17.34,19371164,JAMMER
7,10.10.1.1,10.10.1.2,TCP,1162,874,276,23.75,363.55,41.66,158224,DRONE
8,10.10.1.2,10.10.1.1,TCP,636,614,21,3.3,56.15,54.63,35420,DRONE
9,10.10.1.1,10.10.1.2,TCP,7592,6652,908,11.96,325.42,13.59,427548,DRONE
10,10.10.1.1,10.10.1.5,TCP,8385,7494,859,10.24,313.03,15.9,442984,
11,10.10.1.1,10.10.1.3,TCP,6182,5530,632,10.22,315.95,19.37,326924,
12,10.10.1.1,10.10.1.6,TCP,6403,5682,684,10.68,315.1,19.12,337640,
13,10.10.1.1,10.10.1.4,TCP,6848,6019,821,11.99,315.49,17.92,362020,
14,10.10.1.1,10.10.1.7,TCP,6694,5908,765,11.43,326.15,18.67,353708,
