Flow ID,Source IP,Dest IP,Protocol,Tx Packets,Rx Packets,Lost Packets,Loss (%),Mean Delay (ms),Mean Jitter (ms),Total Tx Bytes,Note
1,10.10.1.2,10.10.1.1,TCP,16512,14881,1539,9.32,127.94,13.23,3751048,DRONE
2,10.10.1.3,10.10.1.1,TCP,12306,12158,138,1.12,48.95,18.27,18454664,JAMMER
3,10.10.1.4,10.10.1.1,TCP,13572,13443,124,0.91,43.56,16.01,20353664,JAMMER
4,10.10.1.5,10.10.1.1,TCP,14438,14228,186,1.29,47.99,15.97,21652664,JAMMER
5,10.10.1.6,10.10.1.1,TCP,13140,12975,164,1.25,50.66,17.36,19705664,JAMMER
6,10.10.1.7,10.10.1.1,TCP,16324,16117,203,1.24,49.31,15.3,24440448,JAMMER
7,10.10.1.1,10.10.1.2,TCP,1093,862,216,19.76,350.11,44.56,145576,DRONE
8,10.10.1.2,10.10.1.1,TCP,627,605,22,3.51,58.55,55.94,34536,DRONE
9,10.10.1.1,10.10.1.2,TCP,8311,7402,883,10.62,319.13,14.11,465080,DRONE
10,10.10.1.1,10.10.1.5,TCP,7410,6738,663,8.95,312.58,17.48,391316,
11,10.10.1.1,10.10.1.3,TCP,6361,5815,529,8.32,309.73,19.54,335912,
12,10.10.1.1,10.10.1.6,TCP,6801,6196,590,8.68,310.22,18.77,360336,
13,10.10.1.1,10.10.1.4,TCP,7014,6353,648,9.24,306.2,18.13,370532,
14,10.10.1.1,10.10.1.7,TCP,8441,7710,707,8.38,303.48,16.13,448432,
