Flow ID,Source IP,Dest IP,Protocol,Tx Packets,Rx Packets,Lost Packets,Loss (%),Mean Delay (ms),Mean Jitter (ms),Total Tx Bytes,Note
1,10.10.1.2,10.10.1.1,TCP,32240,32119,121,0.38,0.93,0.33,4234484,DRONE
2,10.10.1.3,10.10.1.1,TCP,267,254,13,4.87,114.24,45.05,396164,JAMMER
3,10.10.1.4,10.10.1.1,TCP,387,374,13,3.36,99.89,32.98,576164,JAMMER
4,10.10.1.5,10.10.1.1,TCP,44,37,7,15.91,47.96,38.27,61664,JAMMER
5,10.10.1.6,10.10.1.1,TCP,487,468,19,3.9,168.22,34.27,726164,JAMMER
6,10.10.1.7,10.10.1.1,TCP,243,234,9,3.7,85.5,39.58,360164,JAMMER
7,10.10.1.1,10.10.1.2,TCP,734,718,16,2.18,15.93,3.17,79980,DRONE
8,10.10.1.2,10.10.1.1,TCP,530,526,4,0.75,2.96,3.24,27724,DRONE
9,10.10.1.1,10.10.1.2,TCP,16101,16080,21,0.13,1.66,0.32,838400,DRONE
10,10.10.1.1,10.10.1.5,TCP,21,17,4,19.05,419.63,122.82,1096,
11,10.10.1.1,10.10.1.3,TCP,147,118,29,19.73,358.6,32.14,8064,
12,10.10.1.1,10.10.1.6,TCP,257,219,38,14.79,347.52,24.04,14032,
13,10.10.1.1,10.10.1.4,TCP,205,162,43,20.98,352.22,28.1,10904,
14,10.10.1.1,10.10.1.7,TCP,129,98,31,24.03,348.45,38.26,6856,
