Flow ID,Source IP,Dest IP,Protocol,Tx Packets,Rx Packets,Lost Packets,Loss (%),Mean Delay (ms),Mean Jitter (ms),Total Tx Bytes,Note
1,10.10.1.2,10.10.1.1,TCP,15234,13964,1270,8.34,141.51,14.34,3534036,DRONE
2,10.10.1.3,10.10.1.1,TCP,12853,12661,177,1.38,62.92,18.92,18445532,JAMMER
3,10.10.1.4,10.10.1.1,TCP,13853,13687,158,1.14,55.52,17.77,20017940,JAMMER
4,10.10.1.5,10.10.1.1,TCP,6170,6125,37,0.6,47.72,18.15,9244888,JAMMER
5,10.10.1.6,10.10.1.1,TCP,14009,13839,160,1.14,56.46,17.99,19992380,JAMMER
6,10.10.1.7,10.10.1.1,TCP,15905,15705,198,1.24,60.27,16.78,22415844,JAMMER
7,10.10.1.1,10.10.1.2,TCP,1044,848,181,17.34,353.41,45.36,138760,DRONE
8,10.10.1.2,10.10.1.1,TCP,612,601,11,1.8,78.71,60.94,33676,DRONE
9,10.10.1.1,10.10.1.2,TCP,8185,7236,945,11.55,312.72,14.29,465296,DRONE
10,10.10.1.1,10.10.1.5,TCP,3221,2810,381,11.83,337.3,22.75,170188,
11,10.10.1.1,10.10.1.3,TCP,6664,6050,601,9.02,307.84,19.37,354492,
12,10.10.1.1,10.10.1.6,TCP,7231,6538,673,9.31,309.77,18.63,383264,
13,10.10.1.1,10.10.1.4,TCP,7135,6352,748,10.48,309.13,19.13,376768,
14,10.10.1.1,10.10.1.7,TCP,8170,7361,796,9.74,308.06,17.79,432204,
