Flow ID,Source IP,Dest IP,Protocol,Tx Packets,Rx Packets,Lost Packets,Loss (%),Mean Delay (ms),Mean Jitter (ms),Total Tx Bytes,Note
1,10.10.1.2,10.10.1.1,TCP,31689,31578,111,0.35,2.35,0.37,4193488,DRONE
2,10.10.1.3,10.10.1.1,TCP,580,555,25,4.31,86.51,29.04,831936,JAMMER
3,10.10.1.4,10.10.1.1,TCP,293,273,20,6.83,48.99,30.46,435164,JAMMER
4,10.10.1.5,10.10.1.1,TCP,495,462,33,6.67,109.66,27.03,650060,JAMMER
5,10.10.1.6,10.10.1.1,TCP,587,573,14,2.39,99.64,28.04,827524,JAMMER
6,10.10.1.7,10.10.1.1,TCP,811,768,43,5.3,125.98,23.89,1111604,JAMMER
7,10.10.1.1,10.10.1.2,TCP,775,749,26,3.35,19.66,4.21,86964,DRONE
8,10.10.1.2,10.10.1.1,TCP,542,542,0,0.0,4.28,2.94,28476,DRONE
9,10.10.1.1,10.10.1.2,TCP,15870,15803,67,0.42,3.4,0.41,827964,DRONE
10,10.10.1.1,10.10.1.5,TCP,274,232,42,15.33,327.52,25.92,15516,
11,10.10.1.1,10.10.1.3,TCP,290,240,50,17.24,302.09,23.85,15220,
12,10.10.1.1,10.10.1.6,TCP,312,263,49,15.71,311.81,23.4,16724,
13,10.10.1.1,10.10.1.4,TCP,158,125,33,20.89,307.24,33.01,8620,
14,10.10.1.1,10.10.1.7,TCP,472,373,99,20.97,324.65,19.15,27820,
