Flow ID,Source IP,Dest IP,Protocol,Tx Packets,Rx Packets,Lost Packets,Loss (%),Mean Delay (ms),Mean Jitter (ms),Total Tx Bytes,Note
1,10.10.1.2,10.10.1.1,TCP,10229,8933,1296,12.67,150.38,18.33,3361524,DRONE
2,10.10.1.3,10.10.1.1,TCP,12404,12209,186,1.5,79.75,21.86,16633488,JAMMER
3,10.10.1.4,10.10.1.1,TCP,12560,12321,234,1.86,72.16,19.59,16425728,JAMMER
4,10.10.1.5,10.10.1.1,TCP,5166,5069,96,1.86,69.49,25.78,7362840,JAMMER
5,10.10.1.6,10.10.1.1,TCP,11334,11157,177,1.56,67.37,20.48,15027520,JAMMER
6,10.10.1.7,10.10.1.1,TCP,12746,12536,205,1.61,68.91,19.75,16778984,JAMMER
7,10.10.1.1,10.10.1.2,TCP,1101,824,255,23.16,336.23,49.94,147088,DRONE
8,10.10.1.2,10.10.1.1,TCP,589,576,13,2.21,55.61,50.5,32240,DRONE
9,10.10.1.1,10.10.1.2,TCP,5383,4632,743,13.8,279.71,19.04,312368,DRONE
10,10.10.1.1,10.10.1.5,TCP,2749,2398,344,12.51,329.95,25.82,147972,
11,10.10.1.1,10.10.1.3,TCP,6468,5682,750,11.6,293.36,21.45,345836,
12,10.10.1.1,10.10.1.6,TCP,5925,5233,669,11.29,285.57,22.67,316456,
13,10.10.1.1,10.10.1.4,TCP,6520,5663,824,12.64,296.87,21.88,348308,
14,10.10.1.1,10.10.1.7,TCP,6629,5727,857,12.93,299.35,22.11,353312,
